Gene symbol	Astrocytes	Neuron	Oligodendrocyte Precursor Cell	Newly Formed Oligodendrocyte	Myelinating Oligodendrocytes	Microglia	Endothelial Cells	1NSC-wt	2NSC-het	3NSC-ko	4NSC-ko	5NSC-wt
UBE2H	15.213574	32.501987	24.998801	27.397599	20.375584	31.28551	26.061949	21.0054	28.5566	38.0542	34.7947	20.5735
NR1D1	208.0987425	25.9200795	52.590852	81.019593	28.9172295	44.6019935	34.3560845	7.65072	9.74842	13.5422	14.5965	9.3479
PRSS35	4.1916265	0.7715415	1.5138325	0.494743	0.224858	0.1	0.1	5.62673	9.9439	10.9082	10.8208	10.6735
FAM117A	8.566438	1.5029605	3.4671795	2.243131	1.2501695	3.4580495	0.4546425	1.85065	2.22484	3.59235	2.54759	1.88556
HSPB6	6.2500205	2.4028035	4.2401275	2.2647705	2.8175925	2.389374	1.261297	10.0225	10.2739	13.9733	16.1072	10.275
NUDT18	2.2850005	2.79659	2.875242	4.831092	4.891138	4.847259	1.6188645	2.63712	3.75224	4.77857	4.57492	2.87515
NMNAT3	0.3069935	0.329428	0.666859	0.4977645	0.130415	1.4755805	0.1	1.92522	1.84541	2.3974	3.11643	1.97456
GRIA4	0.2396175	21.996504	37.738137	23.291222	5.1363985	0.111462	0.4125015	30.1465	43.3262	74.6885	54.0163	38.6135
GRID2	12.913693	3.9576345	11.8532265	11.402106	2.4652415	0.1	0.1	5.35957	7.25348	12.1048	9.23927	7.22072
PYCARD	0.331157	0.4630765	1.1883165	0.44156	0.426664	40.5182855	1.2556065	0.248581	0.778843	1.06007	0.819947	0.647942
FAM69B	5.7862215	24.1374455	27.535824	8.0118865	1.3325235	2.2184255	5.2277815	9.93222	18.4472	23.4235	21.7912	19.5538
ABHD12	80.1310385	39.8514235	160.0260375	125.982113	69.355665	494.680626	19.001051	33.931	47.7005	69.2515	60.6345	42.0139
PRKCQ	0.1	1.492706	49.695931	53.5041755	24.3658765	2.1332225	0.1614605	2.83919	3.77759	7.8804	3.9652	3.98703
RASSF7	0.231294	0.9431315	0.1281675	0.30252	0.3547165	0.458537	0.360655	2.31709	0.68212	1.55164	1.78328	1.2775
WHRN	5.936383	10.8255805	2.1067385	0.9401105	1.155091	6.1437535	1.194325	3.37308	4.83407	7.08287	6.37622	4.65072
CACNA1D	2.1950555	6.797981	7.718522	2.4182255	0.1311625	3.095907	0.131917	0.404055	0.829784	1.29856	0.94578	0.790596
MTTP	2.2462395	2.93075	2.3619085	2.2120065	1.0637705	1.613956	0.4718115	2.7579	4.14743	5.46857	5.20313	4.29591
ACVR1	12.4603345	9.4613475	11.7107665	6.4845645	3.4575455	11.5722775	19.078962	9.62354	10.6919	16.7641	16.2875	10.7144
TCEAL5	1.945568	25.0548185	15.032107	4.638717	1.069757	0.7278875	0.3891985	2.09058	4.6622	5.90442	4.47559	2.96718
PPP1R1A	22.619005	24.9413905	7.589652	2.7503155	8.4067585	4.237356	1.1510675	11.736	15.5458	21.6076	17.8796	18.2254
MOAP1	0.86824	2.035839	1.150034	0.7956835	0.364467	0.8998955	0.78436	0.251767	0.32542	0.993312	0.601521	1.08598
GPX7	11.5625065	4.5694395	22.6103355	7.3503395	2.48395	0.393341	27.3705395	15.0951	19.2661	23.4978	23.6819	16.235
FCHSD1	2.7163715	6.458883	2.9160965	1.418551	0.8067755	3.2660875	2.182029	1.61998	1.96297	3.01067	2.77416	1.88691
ABCA7	2.483484	6.447111	4.431008	6.0512925	1.639162	5.3857285	4.4201755	2.36359	3.87709	5.81572	4.98488	3.46322
IFNAR2	9.333374	5.16525	22.001573	19.6832045	8.451328	56.4555215	73.676237	26.3564	25.7226	41.7528	36.2054	24.142
INSIG2	11.5379715	11.8242765	11.113954	5.89002	3.4876805	6.6802765	9.9618975	9.94027	9.885	15.8207	13.503	9.39293
MMP14	68.908056	6.310104	15.734327	2.5171295	0.344181	3.102444	20.8510775	65.1459	110.45	116.792	123.699	51.9283
ACOX1	53.6986905	35.2320945	73.9721385	93.8266735	31.4838235	17.868409	71.9100285	51.9887	69.1727	103.914	93.5549	57.2366
CSF1	19.8163445	7.9531075	13.1706775	13.958934	20.47537	198.4196955	15.3729615	15.9929	29.1557	36.7763	34.7227	20.3462
DLGAP1	24.2111735	11.565031	28.8277425	12.82291	2.2236815	1.245484	0.1638995	5.13665	7.78358	13.0808	9.83237	6.81925
TTYH1	359.06111	32.4783115	143.6725305	156.89347	116.2750945	9.162477	1.4854905	12.8526	21.1654	27.3072	23.1127	19.5603
RRAD	0.887155	1.1886655	1.5516975	0.335255	0.653117	41.730744	3.9691575	1.02777	1.88988	3.00323	1.29948	1.3797
GBA	22.246907	11.307541	22.0623765	38.593648	28.9831705	85.8668725	30.0888185	30.3672	36.1686	55.8842	49.6539	33.8382
PHLDB1	4.1813555	16.062696	77.76885	177.2401475	140.746614	13.567727	9.63908	11.3194	17.1438	24.3338	20.6635	14.0542
ADRB1	12.6603455	2.8186575	1.479976	0.7287815	0.383924	8.479836	0.3102355	8.72042	11.6123	17.942	15.4201	10.7963
STON2	12.3248135	1.900138	0.6621855	1.2361415	1.617315	3.709707	0.1	1.30731	1.48754	2.44245	2.57197	1.78825
BPHL	9.6491615	5.6854695	10.228641	8.110539	5.298349	7.744898	6.6081515	18.5473	26.5116	36.3513	34.0251	22.5135
TCTA	10.1661995	18.56021	11.9705765	29.6873595	36.682739	8.823667	18.5398585	6.13771	10.5292	14.824	12.0436	8.51765
SLCO3A1	0.312504	3.200723	5.1732265	10.6985505	35.980603	0.246587	1.822893	8.80647	15.2565	20.2917	18.1995	11.2409
CNN2	1.475908	0.520034	5.394282	1.333865	0.5676385	14.001587	93.0432735	8.04456	13.4528	16.32	16.6703	10.6042
ZBTB38	3.8737925	4.1942545	3.626315	1.949652	1.055919	0.6719305	6.473564	1.701	1.89885	3.01179	2.75903	1.88786
SYT16	0.4126465	13.247831	19.9019905	4.5661755	1.3494	0.419462	0.196757	1.50234	1.21857	2.02254	1.45591	1.48941
RUSC1	4.1840185	41.432968	11.53621	4.133208	3.3507645	8.4901915	15.7109485	2.89489	3.61078	6.10049	5.00034	4.35841
MXRA7	0.9638405	4.886948	1.877058	1.6732915	0.756198	0.665329	8.658344	12.8172	24.3286	25.3333	32.2223	19.4346
A2M	13.264143	0.5021095	0.598456	0.1	0.1	0.1	0.1	49.612	80.1308	67.8369	112.421	23.9948
MUM1L1	1.1256375	1.4751185	1.565393	0.348838	0.1	0.1	1.032947	1.68999	1.21863	1.96352	1.72104	0.87674
ARHGAP29	1.7025205	0.7272415	2.1495785	3.397431	0.4754395	0.594616	139.5854355	3.9202	4.0938	5.95023	6.07013	4.39088
PLAGL1	19.2826835	7.071057	1.3192575	0.5193485	0.288499	0.1	2.43535	3.81614	3.00203	5.34474	4.55806	2.02578
ST3GAL5	3.539203	42.9042695	15.6193935	4.4206915	3.318428	42.53358	20.179198	10.0764	13.0743	20.9571	18.8775	14.0116
MAML3	0.1742395	11.355956	1.2072605	0.171519	0.1073395	4.530431	2.477896	1.13909	1.95924	3.18565	2.50289	2.50252
EHD3	1.7490385	7.001239	33.7144095	29.8882165	9.185234	0.482047	1.3347575	8.1514	12.8952	19.4681	17.0488	10.9699
NEBL	11.8470715	1.653829	7.683105	3.507557	0.491644	0.1	15.1821195	9.087	12.0521	17.0622	16.2956	9.85547
BCAT2	11.13462	3.3833235	5.3508525	3.476145	3.0035715	15.4924095	16.8414975	6.40108	8.73615	11.5508	12.501	8.40989
TNIP1	3.583983	5.928912	4.5080855	5.723259	5.251128	23.3911875	20.0859	5.98857	10.536	12.975	12.0877	7.50724
HERPUD1	28.092683	43.235715	36.692634	22.231661	13.082619	332.179001	81.2685355	11.3372	13.8643	19.7567	18.8233	13.3991
LRRC8A	14.9693505	10.436063	9.7492435	3.5129275	1.358391	13.48383	15.425228	12.9125	17.528	24.9722	23.3626	16.0548
BAG3	21.091593	10.140238	4.6238105	1.472123	5.1231115	34.3283915	16.218439	20.6079	23.7237	32.1062	33.5653	17.9777
CALD1	1.261443	4.2597695	12.839042	7.25042	1.6327945	0.111942	23.3779515	60.7806	60.4737	83.4369	82.4822	36.2983
DACH1	0.9151235	24.660509	2.285006	0.378806	0.1	0.1	19.978171	1.71854	1.73991	2.99231	2.19411	1.39289
GGCX	10.191001	4.577068	10.1199075	5.1235635	1.103823	6.8999805	4.243477	3.71441	5.08705	7.54518	7.72732	5.02444
AP1S2	6.409042	23.75019	5.4132435	4.229333	3.76857	5.001552	24.308211	5.26112	3.78398	7.92641	5.89294	4.18746
ADRA1B	6.107657	4.3586765	1.394121	1.6473235	2.4961055	0.2552585	0.1050005	1.82652	2.21376	4.01412	3.16503	2.37331
TMCO4	1.282173	0.281576	1.073924	0.3965965	0.412129	4.0130915	2.1247795	1.53343	2.20932	2.99281	3.01026	1.84826
PRICKLE2	3.122865	6.8035775	6.8041875	4.8062035	6.607035	0.7161535	1.0175215	2.34297	3.42564	5.65159	3.9269	2.52563
CDH6	2.523567	3.828027	7.1513115	3.506823	0.4650015	0.1	0.495638	6.21428	7.83543	10.3281	13.6304	6.95449
ABHD5	6.942629	7.2399355	11.608186	16.942323	20.7158175	8.539032	21.5997135	15.1553	20.9161	30.3257	28.0287	17.1076
TMEM25	4.0056905	5.9629095	3.0346385	4.748458	4.4572585	0.796911	0.150171	1.02935	1.41695	1.83441	2.0803	1.54317
MAF	1.20389	5.8290215	5.2604315	0.327097	0.2199675	25.519906	1.856747	4.67211	5.15794	7.92516	6.76841	2.99639
LRRC24	2.842754	7.8705165	4.2058355	1.45197	1.5284415	0.9337895	0.5263855	1.00053	1.30435	1.83973	1.67656	1.16822
GPR85	1.088825	12.847136	10.3996475	4.454674	3.4968475	0.148193	9.6714875	2.33164	3.17834	5.03581	4.87691	3.60249
TSHZ3	0.716539	1.324381	3.874996	1.1232705	0.2194185	0.1	1.6871815	1.1243	1.27183	2.25343	2.09486	1.55751
LRPAP1	30.4204465	31.923061	43.281651	24.5954555	15.9538765	35.306607	29.631495	32.1727	44.5304	61.5783	63.0095	38.6002
MYT1L	0.1367	17.836021	2.127035	0.5818675	0.3268385	0.217006	0.1	0.355878	0.61599	1.0189	0.598976	0.358317
CYP2U1	1.29189	0.864254	2.0309535	1.323378	0.707638	0.1600945	0.1	2.15053	2.54619	3.91851	3.68456	2.49325
PAWR	1.947743	0.2832145	1.5314235	1.793517	0.6675955	0.1	8.094721	4.4423	3.81783	4.98728	6.39869	3.71925
SLC2A8	10.5949325	7.807889	11.623343	8.2241625	6.9290745	27.6664985	6.727456	4.71754	6.13252	8.16131	7.80855	5.70359
CDH19	0.323473	0.1	0.4184215	1.996957	1.858424	0.1	0.1	5.01868	4.83988	9.80478	6.43873	4.03495
SORCS2	53.202926	4.698751	2.940154	0.473319	0.6075345	0.466232	0.27427	8.14704	9.93019	19.6002	14.2612	15.4658
DUSP5	10.933566	6.0771805	4.308996	0.99991	0.4290505	26.0142115	5.0071325	3.25739	6.69975	8.43913	6.87115	5.3283
ABHD4	59.8528125	8.558162	73.682703	107.7173685	162.1133205	47.4105195	23.8489245	98.8155	175.107	221.766	226.032	137.333
TNR	0.6962285	3.351481	111.359871	158.6036365	4.9507165	0.1	0.1	8.77371	9.58306	22.5038	15.265	11.3897
BMP1	49.703997	12.15382	22.357698	36.796033	17.4892725	9.3498715	16.9841655	31.7666	54.1202	69.9264	70.5017	46.6338
ATP8B2	8.049768	18.387588	11.452261	5.5080065	1.201366	3.928475	13.9835135	4.1795	5.35239	7.76539	7.72632	5.16505
FSD1	2.101062	21.105273	14.7254045	9.693518	9.7517675	1.1603455	0.3253215	4.48365	6.24131	8.2981	8.55085	5.57771
RABAC1	34.2029355	101.243889	77.7323125	83.635547	141.0489265	133.177444	197.343552	53.5674	75.0415	108.104	93.6159	67.1405
STARD5	3.9953545	3.2150585	4.413114	0.962299	0.9916575	6.2888145	4.7431515	7.06432	10.0089	14.8499	12.047	8.99323
RNLS	0.9973755	0.7495125	1.9544585	3.3822565	3.2051345	2.3456705	0.9604265	1.40458	2.9362	3.53716	3.53777	2.2115
S1PR2	1.938344	0.685883	9.464253	1.9716415	0.2619245	8.4800665	0.881542	7.24218	10.8232	17.3489	13.9303	10.1111
PSMB9	0.2618775	0.240114	2.1391395	0.375034	0.284629	19.625557	9.749574	2.13426	3.22569	4.29304	2.8304	2.72024
PLA2G7	194.0148275	7.916132	34.545312	3.8712885	4.1840855	17.576988	6.169582	94.9968	163.778	258.533	207.955	161.659
PAQR3	3.37062	4.260818	3.299077	1.9257645	0.8656465	0.6247445	1.049665	1.42855	2.14694	2.86582	2.536	1.46481
PTPRM	9.3173385	7.015462	9.8398265	4.7309815	0.686733	4.2323645	63.5074165	10.5141	15.1969	21.9814	19.0121	11.8925
IRF8	0.2111715	0.9695885	6.059905	0.241716	0.6474545	252.10174	1.1161065	0.154424	1.66413	1.55963	0.867604	0.507902
IQSEC1	14.4704025	12.918086	4.4635175	15.042922	18.060845	5.920141	13.571683	10.5547	15.3703	26.3288	19.6124	14.5443
ACSL6	129.703072	17.190536	33.7124265	4.222287	4.473429	2.4308565	0.5936295	5.20867	6.96842	10.9171	9.25826	6.60798
PRRG2	4.2190765	2.883502	5.0522645	6.436815	6.589375	8.318625	34.291554	4.49525	5.49378	7.97331	6.89439	6.2804
NKX6-2	0.1134535	0.1	0.115513	24.723661	53.202058	0.163843	0.1	2.59879	4.15537	5.30759	4.91815	3.70603
ZDHHC24	8.9575355	5.362207	6.4719535	14.4497025	7.007479	5.071168	5.1664265	3.27553	4.00511	6.13206	6.47478	4.24069
SIK1	42.092167	59.0078205	3.6094345	2.3969285	1.3326775	15.422721	65.964721	1.73975	2.2309	2.71467	3.10695	1.82437
UST	0.273189	20.2987275	11.9430465	100.3253375	15.3118495	1.9046485	0.508939	13.1172	19.3531	30.4856	22.2855	14.2858
CADPS2	3.7469035	4.131849	5.070655	1.707385	0.9188035	0.27113	0.253407	0.998881	1.11216	1.77282	1.75862	1.40478
OMG	26.26204	6.5757605	79.849341	71.3977705	108.7572115	0.8161505	0.3279905	13.2148	15.9751	31.4191	20.809	13.4306
TTBK1	1.0914065	8.736649	5.6853575	5.4082465	3.631225	1.3816975	0.1	0.830173	1.74324	2.82346	2.04436	1.75565
ATP1A1	19.760722	62.7531455	112.2998105	103.9190955	100.013874	119.443674	128.576396	85.8063	108.143	156.853	161.857	99.7164
MBOAT1	0.515815	2.5957765	3.8396275	3.1771135	4.3381105	0.394073	1.429773	5.06119	3.01527	8.07579	7.29358	7.83369
NDP	16.7196095	0.999313	8.610073	1.45662	2.107999	0.398891	0.1209935	4.97506	6.19144	9.76126	8.82861	6.84847
REEP5	38.4529495	129.2919175	66.595042	301.5043425	190.6408285	58.8772485	39.805536	35.9956	48.105	73.6718	64.1768	43.4028
SPATA1	1.9818985	0.3930885	1.219906	0.534722	0.2221075	0.1691065	2.7935265	0.588617	0.773082	1.16297	0.954389	0.558609
APCDD1	32.201116	7.0131505	21.713184	4.9732425	3.4201145	1.9182445	688.397458	6.52794	9.08447	13.7012	10.7982	6.64263
SHROOM2	10.288316	7.1216325	4.533869	14.9574445	11.1098905	0.2059275	12.7021615	3.68769	3.64708	7.80696	5.67594	4.53723
BTG1	61.726958	36.4992765	25.3452585	12.202285	5.3492815	187.5795625	51.935623	9.23517	12.0752	14.7515	13.8673	8.1879
NUDT14	2.107004	4.3334315	3.99737	8.0305985	8.004928	14.165273	46.281291	5.3612	10.3956	10.0813	11.7064	7.29903
ACOT11	14.485036	1.786714	3.6653925	0.420532	1.223479	0.699286	0.1	4.088	6.25027	6.78872	9.89623	5.239
ITGA7	43.4282755	1.652407	1.300677	0.3146575	0.446728	0.556265	1.8903485	8.43303	11.2544	14.312	12.7936	12.407
ADAMTS14	0.1	0.921552	0.1011965	0.1	0.1	0.110076	0.1	4.74462	7.64511	7.40971	12.3144	6.4172
P4HTM	8.5333175	11.1625965	14.558219	23.081956	19.8630765	1.51713	0.43847	4.75766	5.26426	8.39402	7.1976	4.9695
PHLDA3	1.798569	7.3388505	13.7011715	50.5774595	106.437644	0.7631025	1.7550065	46.5784	88.2704	97.0382	117.165	63.5607
PARP4	2.150886	0.485858	0.6967625	1.3554855	0.946008	0.787289	2.713153	1.66808	1.97316	3.43512	2.62007	2.19796
STARD13	3.568427	0.6516255	6.7903765	10.2397085	2.4560775	0.1	27.626553	3.66063	4.66064	7.80133	5.61885	3.09664
FOXP1	1.517682	5.285347	1.5406055	0.707453	0.9102245	2.299166	16.231707	1.4646	1.79703	2.49332	2.58079	1.45584
SNX29	1.7402955	4.265417	6.3885735	6.3657465	3.8792055	15.7868505	2.040171	1.95753	2.3875	3.91029	3.08453	1.93581
CHST2	52.456598	25.3916765	40.0024445	31.143695	26.3731825	1.659685	9.3593585	75.6471	120.291	185.564	171.085	130.69
SNCA	6.039626	74.573368	32.336222	6.1693505	10.309908	5.0920525	9.083538	7.7796	5.62756	11.7645	7.53257	7.29269
SCN3B	1.2214355	40.828065	12.8410265	2.6224305	1.5963025	0.4497995	2.044663	2.67305	4.81818	6.76398	5.43125	3.02549
LYPD6	2.4140525	5.413426	22.9002775	4.421807	1.1222415	1.229046	1.4719125	1.17303	1.26976	1.89768	1.94808	0.949841
NAP1L2	0.2821055	19.44571	6.7826015	1.4947125	0.706018	0.1639665	0.2598445	2.66932	2.16143	4.08829	3.26256	2.10556
PAK1	5.598468	31.818292	27.1589385	35.210971	47.943406	23.5418835	1.474668	5.93156	6.86334	10.1017	10.0084	5.0337
BSG	98.1201065	152.683563	243.786047	97.7316965	63.332304	263.208646	7485.018917	269.376	297.996	418.335	378.886	274.313
DCAF6	11.4851625	9.664504	11.5316305	8.623185	4.7922165	3.6649425	23.090353	8.16607	9.45414	14.5587	13.6705	8.98082
PDE5A	0.6615835	0.5894635	0.7845045	0.1535835	0.1185255	0.1	7.0957655	0.663004	1.13204	1.55997	1.47991	0.720473
PDK2	17.511266	13.8688265	16.8832345	36.8327645	33.6533885	7.308261	6.08322	15.3407	21.9596	29.5066	29.6142	18.631
DUSP8	26.53409	51.0659055	16.1205545	12.1118075	7.521623	11.6327385	10.1788545	1.20088	2.03227	3.26073	2.15651	1.80774
CASP1	1.1240675	0.6312755	0.652774	0.1	0.1237305	4.2098275	0.1037255	1.67249	3.61381	4.98248	3.97736	2.99436
GRIA3	1.6042685	4.4831835	54.404654	13.5939145	0.465764	0.176611	0.1	13.2286	22.2737	33.3277	32.1334	22.3246
LPL	0.2194795	1.287744	3.705268	0.4115575	0.1565195	2.8764305	0.619034	13.3355	21.8815	37.4648	20.9565	17.643
NKIRAS1	5.334855	7.207957	3.79711	5.6433415	5.112291	1.101985	1.583379	2.46104	3.40658	4.62051	4.06912	2.8608
GPR155	8.1292085	5.5820485	30.8899845	33.330433	24.5928055	18.214013	10.0772695	1.98528	2.39921	4.34963	3.43435	2.49692
ZCCHC18	19.488159	61.5626755	24.406204	10.6929345	7.469875	1.1036545	0.958628	6.56312	10.0124	12.6899	12.7099	7.03097
SCARA3	17.836154	0.925405	6.43453	0.88266	0.7512085	0.3424895	0.1488565	4.35389	8.07347	8.25357	9.63109	5.57496
TMED3	13.486954	13.2593145	30.3224305	21.2471025	20.830604	56.278261	32.063218	56.3362	67.7273	101.114	102.021	75.7864
PPP1R16B	0.4102625	2.895953	18.358405	98.391911	73.0941355	1.576875	11.1630935	3.71383	4.33081	8.83202	4.88119	3.53759
MYADM	3.3515875	34.3725125	11.732453	2.053202	0.988517	18.037884	32.761229	13.4546	13.8346	21.8535	18.1621	9.86531
USP18	0.1401445	0.1	0.1014825	0.114659	0.1	0.2976705	1.830284	0.590507	1.63042	1.33096	1.74316	0.538282
ABCC1	4.8125965	5.3715005	8.435339	8.7203285	4.6964645	10.472436	1.43979	4.17524	4.78591	7.73286	5.89305	4.35
SIRT5	4.2355125	3.7399885	4.7848495	1.864347	0.694604	0.9836765	2.579967	3.9493	5.7027	7.28294	7.1407	5.16104
SLITRK3	0.1228805	2.2297365	17.002455	6.874777	1.647286	0.1452655	0.1	0.958368	1.21663	2.6866	1.52554	1.45609
PRR13	13.039979	15.218847	18.5825855	18.6125025	17.0990985	45.09646	22.67968	25.8762	35.336	51.2756	44.5346	30.2092
PTTG1IP	62.6813525	24.527495	75.160665	38.1149705	25.1587535	118.360155	189.7317695	48.689	63.3776	88.4499	84.1236	55.3861
ACHE	0.515629	128.715229	20.736102	4.7674595	0.615602	2.7583295	0.5905265	1.03082	2.12548	2.59755	1.55902	1.32937
BSDC1	12.06334	20.4723385	18.7762045	16.549855	16.848594	19.10046	28.4925495	12.876	19.6929	26.4231	25.037	14.6806
OPN3	1.137209	3.3457875	0.8452845	0.831604	0.315678	0.478081	0.6173615	6.82327	6.61402	11.9702	8.60046	8.26712
YPEL3	13.512954	89.0992955	32.1689805	22.394093	44.34	68.411423	25.1368405	13.8325	20.706	26.358	20.3712	12.9151
DHRS1	67.621032	23.3194505	36.934001	36.8299125	41.3796105	22.2727945	18.514143	41.2572	60.9137	83.3888	89.2953	54.497
IL17RC	1.4110175	0.684872	0.5199505	0.1	0.2088485	0.1739675	7.1589515	1.99319	3.47129	3.86999	4.14873	1.58271
PRKCZ	0.1781615	12.8619865	8.562035	24.459841	32.0808595	2.0222065	0.2813015	0.703344	1.26264	1.95109	1.18031	0.951441
EMP2	62.1137215	4.1015175	5.5328095	0.675573	1.718994	1.4069865	6.677416	27.4014	24.3584	43.4993	41.4789	35.8149
EFCAB1	0.314009	0.8883795	2.1054985	0.840437	0.171167	0.1	0.16367	0.6871	1.27746	1.65663	1.41443	0.707677
CTBS	7.517491	0.93121	4.4058065	2.214416	0.6896085	3.7414595	9.226155	3.04918	3.06724	4.59496	4.13136	2.35203
FAM69C	15.0042605	1.3348955	10.4484735	1.348666	0.296732	0.2174315	0.106213	1.68594	2.21856	4.44926	2.82299	1.85607
GPR75	0.542137	1.8850105	3.587244	1.304201	0.402005	0.1	0.1441045	0.758479	1.30149	1.92914	1.58717	1.1303
PRRX2	4.1763485	0.3695425	0.4654595	0.1279305	0.1	0.141842	0.7092545	4.44103	7.75783	8.69795	7.81375	6.22964
SLC25A24	0.7396495	0.6322975	0.9624035	0.4815955	0.1012385	0.1933875	7.495697	2.96136	2.81829	4.44385	4.20776	3.01842
TNKS1BP1	7.658906	6.1559085	5.237246	2.000798	1.0720265	4.943706	15.3369715	6.87468	9.77831	13.7691	12.3608	7.50256
ZFPM1	0.6474055	1.3874885	4.489817	9.213623	9.0941745	20.1124215	8.7160145	2.17269	3.7325	5.78908	3.73117	2.62688
DPYSL5	1.0220165	103.3126845	1.2500975	2.167884	3.3597095	0.710155	0.3171605	3.19956	5.07902	9.57591	5.39584	4.00251
CHPF2	8.496178	6.820237	7.150531	4.5523845	2.022019	17.014498	11.4564815	14.1862	20.1653	28.9437	27.0306	19.099
GUCY1A3	7.4719925	15.7411145	11.092062	4.131123	1.627831	0.2100325	3.2721535	5.50213	10.1779	16.1115	10.3836	7.67939
VPS37D	3.867693	19.008151	11.7916525	7.433725	1.9175395	1.1450335	0.722957	2.82354	3.78276	5.30716	4.60915	3.29055
LIMK2	16.0817785	29.1964785	10.0512335	9.457062	6.1209715	4.860449	14.468961	6.91265	8.56317	13.6076	13.7594	9.84985
PPP1R3G	22.536195	0.6844875	2.328116	0.1463215	0.696387	1.0602875	0.1	0.666307	0.250245	0.371387	0.112875	0.258517
STX3	0.577805	5.225406	1.262347	0.616708	0.340634	1.819226	6.468385	3.78377	3.22864	5.5682	5.65992	3.03546
MKRN1	7.833374	35.6425975	28.515334	23.5153795	24.147622	21.628823	10.634284	8.29121	14.3396	18.7591	16.196	11.0941
HIST1H2BF	0.2492485	0.1	0.4471895	2.254288	3.481588	0.1840475	0.275038	3.17069	4.65825	5.20826	6.36458	1.93378
DNAJC12	2.161518	2.988107	5.303745	2.8561495	2.5185485	3.5463245	3.6038815	2.779	2.51408	4.00295	4.01456	2.42206
MAN2B1	6.0618385	3.7606585	26.487785	15.241749	11.733762	298.7945225	10.502523	12.0519	16.5776	25.6677	21.1499	13.5588
HFE	1.577595	0.168441	3.7807395	0.561588	0.5691655	64.247858	12.002274	4.65903	7.65942	9.17685	10.0405	4.94745
ORAI2	0.39033	27.896644	5.7401275	5.562453	3.829047	41.4965805	1.8284715	4.97993	7.99554	10.0466	10.0056	5.27933
ID2	331.7728765	56.606165	84.0582285	23.25104	7.05264	703.246728	24.8689275	68.3703	105.052	146.791	149.588	91.7903
THSD1	0.5409205	0.429273	0.415358	0.7654665	0.545041	0.3158545	31.5441045	0.369083	0.828819	1.09996	0.852128	0.578779
ABCG2	1.3537095	1.7054495	14.3199455	4.416738	1.8096925	12.8607025	120.0983675	19.8184	17.2417	29.6905	32.2809	23.6021
OGDHL	13.5530965	4.296632	12.904288	3.9459755	3.017441	1.119526	0.2115205	16.2261	25.1247	32.0828	35.8127	20.347
NTRK3	90.0484	9.570425	35.5364535	7.4380175	0.463384	0.407091	0.167268	9.26057	12.4532	22.776	17.2822	15.569
STC2	1.7085885	0.6091505	0.576724	0.382285	0.1	0.170032	1.2251395	6.82372	5.48589	7.92166	5.10721	6.74649
TMEM205	12.6588395	7.029266	17.2453425	32.462265	39.06071	4.5017165	17.1771935	16.628	21.2782	31.5011	28.2913	20.0547
ARL6IP5	31.3081895	45.7172615	77.75088	70.377936	52.845753	93.161109	149.261217	48.5001	54.2154	83.7371	75.4775	55.2619
GIMAP6	1.4876165	0.874679	3.076468	0.138002	0.3227105	45.4332215	234.7534995	0.36856	1.12026	0.344	1.46213	0.0386579
CREB3L1	4.71881	1.621689	4.203082	0.4546595	0.120703	0.6922645	0.7875265	6.92631	14.934	19.9828	14.046	8.78267
KANK1	26.0050405	3.0919355	40.9798305	51.5984835	8.605731	0.2740175	10.83668	10.3538	13.8418	23.7279	18.9645	13.4229
ZDHHC1	10.157912	10.0061005	9.017538	6.012737	4.62183	5.4673875	11.0231655	2.89867	5.03957	6.83425	6.59373	4.24439
AKAP6	7.755149	10.449915	4.590129	2.7308465	4.3283955	0.1664275	0.1	1.52525	2.24081	3.58992	2.722	1.84091
SEC16B	0.235164	0.345059	0.1178435	0.1	0.1	0.178405	0.1	1.06329	1.56891	2.65942	1.92642	1.15811
CYLD	3.514781	3.1114445	6.9057355	6.8588925	3.668534	2.296079	2.081029	2.79626	3.80912	6.30742	5.04632	3.33682
VTN	3.214614	2.784013	36.94412	0.2753645	1.27765	6.7704175	132.334077	2.65465	12.8603	12.0122	13.7183	5.8976
PLSCR1	6.437883	0.422935	1.545167	0.3690395	0.1	0.8402475	0.754553	3.58361	4.36746	6.38871	6.11011	3.73517
MGAT3	11.0804895	18.5756475	22.4267075	32.445461	28.357944	0.948053	0.3405655	4.24598	6.19724	10.9533	8.19648	6.66443
RORA	9.267808	1.449894	2.485098	1.6378775	0.2247615	0.2612265	7.9761175	2.49273	2.99307	5.3389	4.2237	3.46555
ACBD5	20.0669935	13.818471	13.997629	16.007618	7.0936145	1.8067235	12.8694905	16.1477	19.1242	29.603	26.2188	16.5476
WFS1	6.9856215	6.1906475	2.8560235	3.567729	2.7096895	1.3141305	2.3859805	6.4333	8.1403	12.0756	11.5132	7.38593
GABBR1	214.510106	106.722777	55.3467545	21.95131	24.4207295	7.550196	4.248126	8.46704	11.6057	16.581	15.4057	11.7191
LRP10	38.4700185	21.1346905	31.8094725	23.6699035	18.680961	80.117947	52.5390235	26.0831	37.4139	49.8182	56.1824	34.3814
SLC22A4	3.7942825	0.960524	0.6808945	1.068275	0.2415775	0.9058775	0.151257	0.825596	2.98139	3.19147	2.81077	1.70642
PLCB1	2.647669	11.0562205	7.6608495	7.6003935	0.7834545	0.102491	4.5594785	3.1829	4.5509	7.61396	5.89685	4.15691
